Order_ID,Order_Date,Ship_Date,Customer_ID,Segment,Region,State,Category,Sub_Category,Sales,Quantity,Discount,Profit
CA-1225,2023-11-03,2023-11-11,CG-7063,Corporate,Central,Michigan,Furniture,Furnishings,487.02,8,0.24,-10.02
CA-1226,2023-08-26,2023-09-03,CG-2898,Corporate,East,Florida,Office Supplies,Supplies,91.36,3,0.11,23.77
CA-1227,2023-02-09,2023-02-15,CG-6906,Consumer,Central,California,Technology,Copiers,854.65,5,0.13,130.33
CA-1228,2023-02-01,2023-02-10,CG-2283,Home Office,East,Georgia,Furniture,Bookcases,779.5,5,0.2,70.18
CA-1229,2023-04-12,2023-04-19,CG-7788,Home Office,West,California,Technology,Phones,252.86,4,0.27,-36.22
CA-1230,2023-08-15,2023-08-24,CG-1587,Corporate,East,Ohio,Technology,Copiers,765.83,2,0.25,-6.67
CA-1231,2023-10-13,2023-10-18,CG-2098,Corporate,East,California,Furniture,Bookcases,298.76,9,0.22,-19.28
CA-1232,2023-10-06,2023-10-12,CG-7049,Consumer,West,Florida,Technology,Machines,1962.39,3,0.01,613.16
CA-1233,2023-03-07,2023-03-10,CG-7659,Home Office,South,Ohio,Furniture,Furnishings,418.05,8,0.02,42.36
CA-1234,2023-10-30,2023-11-05,CG-5646,Home Office,South,Illinois,Technology,Phones,747.1,4,0.28,59.67
CA-1235,2023-12-21,2023-12-23,CG-3659,Home Office,West,Ohio,Technology,Accessories,1208.79,2,0.13,125.7
CA-1236,2023-11-24,2023-11-27,CG-2750,Home Office,East,Georgia,Office Supplies,Labels,217.05,9,0.13,-3.97
CA-1237,2023-05-30,2023-06-08,CG-2531,Home Office,East,New York,Technology,Machines,1458.77,4,0.29,-11.87
CA-1238,2023-10-02,2023-10-06,CG-2762,Corporate,Central,Ohio,Furniture,Chairs,195.68,1,0.07,6.1
CA-1239,2023-11-30,2023-12-09,CG-5790,Home Office,Central,Florida,Office Supplies,Storage,171.9,6,0.27,-19.27
CA-1240,2023-01-16,2023-01-17,CG-8851,Corporate,Central,New York,Technology,Copiers,1620.49,5,0.16,-60.51
CA-1241,2023-07-20,2023-07-29,CG-1526,Home Office,West,Texas,Furniture,Furnishings,824.42,8,0.1,111.54
CA-1242,2023-12-27,2023-12-30,CG-2846,Corporate,Central,Illinois,Office Supplies,Supplies,474.57,6,0.18,63.25
CA-1243,2023-12-14,2023-12-18,CG-5005,Corporate,Central,Illinois,Technology,Machines,672.82,8,0.18,96.13
CA-1244,2023-09-19,2023-09-25,CG-3800,Consumer,East,California,Furniture,Furnishings,945.7,8,0.07,160.05
CA-1245,2023-12-21,2023-12-29,CG-2159,Corporate,South,Michigan,Furniture,Furnishings,389.79,6,0.26,-55.11
CA-1246,2023-02-12,2023-02-16,CG-5912,Consumer,East,Georgia,Furniture,Chairs,900.87,6,0.28,-54.43
CA-1247,2023-02-10,2023-02-11,CG-4628,Consumer,South,New York,Technology,Accessories,1773.6,3,0.14,432.14
CA-1248,2023-01-01,2023-01-09,CG-4321,Home Office,Central,Michigan,Furniture,Chairs,461.44,1,0.25,64.32
CA-1249,2023-01-08,2023-01-17,CG-5033,Home Office,East,Georgia,Office Supplies,Storage,416.5,1,0.18,51.99
CA-1250,2023-11-20,2023-11-21,CG-8922,Home Office,Central,Texas,Furniture,Bookcases,934.85,8,0.23,-97.27
CA-1251,2023-05-23,2023-06-01,CG-5658,Home Office,East,Georgia,Furniture,Chairs,1005.03,3,0.18,-75.44
CA-1252,2023-04-28,2023-05-07,CG-7031,Consumer,South,Florida,Technology,Copiers,1348.18,5,0.27,-203.31
CA-1253,2023-12-16,2023-12-24,CG-6476,Corporate,West,California,Office Supplies,Supplies,154.57,1,0.03,30.06
CA-1254,2023-08-01,2023-08-02,CG-3658,Home Office,South,California,Technology,Copiers,1374.12,5,0.21,29.17
CA-1255,2023-03-14,2023-03-19,CG-2141,Corporate,East,Ohio,Office Supplies,Supplies,412.99,9,0.13,27.41
CA-1256,2023-04-10,2023-04-11,CG-6906,Home Office,East,Michigan,Furniture,Bookcases,299.63,8,0.23,46.57
CA-1257,2023-06-06,2023-06-08,CG-1929,Home Office,South,Georgia,Technology,Accessories,937.33,1,0.03,303.47
CA-1258,2023-06-25,2023-06-29,CG-5652,Corporate,West,Georgia,Furniture,Chairs,1460.84,8,0.29,-49.17
CA-1259,2023-09-17,2023-09-23,CG-3172,Home Office,Central,New York,Office Supplies,Labels,21.44,5,0.09,6.07
CA-1260,2023-02-06,2023-02-11,CG-4236,Home Office,South,Ohio,Office Supplies,Supplies,277.24,4,0.01,105.89
CA-1261,2023-11-01,2023-11-03,CG-1340,Consumer,East,Illinois,Technology,Accessories,992.79,2,0.08,80.01
CA-1262,2023-01-21,2023-01-28,CG-7416,Home Office,West,Florida,Technology,Copiers,1999.48,2,0.15,147.69
CA-1263,2023-04-09,2023-04-11,CG-3660,Corporate,West,Michigan,Office Supplies,Labels,108.64,5,0.04,33.83
CA-1264,2023-06-13,2023-06-19,CG-7538,Home Office,South,Michigan,Technology,Phones,1278.42,6,0.16,256.93
CA-1265,2023-01-05,2023-01-06,CG-8929,Consumer,East,Texas,Office Supplies,Storage,475.06,4,0.26,8.34
CA-1266,2023-08-16,2023-08-22,CG-7068,Home Office,West,Ohio,Technology,Accessories,1290.36,9,0.11,269.73
CA-1267,2023-08-07,2023-08-09,CG-1115,Home Office,South,Georgia,Technology,Copiers,1651.86,3,0.06,119.99
CA-1268,2023-12-03,2023-12-04,CG-9182,Consumer,West,Michigan,Technology,Accessories,1790.24,5,0.15,241.41
CA-1269,2023-07-27,2023-07-29,CG-4735,Corporate,West,Ohio,Technology,Accessories,1446.56,5,0.11,338.08
CA-1270,2023-02-04,2023-02-12,CG-9733,Corporate,West,Ohio,Technology,Accessories,1996.08,8,0.3,-342.23
CA-1271,2023-05-15,2023-05-18,CG-9392,Consumer,Central,California,Furniture,Chairs,196.64,8,0.28,12.87
CA-1272,2023-05-07,2023-05-08,CG-4426,Home Office,East,Georgia,Technology,Phones,1501.67,4,0.12,-3.5
CA-1273,2023-03-13,2023-03-16,CG-6776,Corporate,Central,Illinois,Furniture,Furnishings,201.24,3,0.16,6.66
CA-1274,2023-06-11,2023-06-17,CG-5727,Corporate,East,Texas,Furniture,Furnishings,513.41,2,0.08,131.81
CA-1275,2023-02-24,2023-03-02,CG-8480,Consumer,South,Illinois,Technology,Phones,1188.16,5,0.01,183.32
CA-1276,2023-10-08,2023-10-14,CG-1159,Home Office,West,Georgia,Technology,Copiers,1008.83,4,0.19,-66.48
CA-1277,2023-01-14,2023-01-16,CG-6585,Corporate,Central,Illinois,Technology,Machines,1213.92,4,0.04,351.72
CA-1278,2023-01-12,2023-01-19,CG-6086,Home Office,East,Texas,Office Supplies,Supplies,318.48,9,0.22,-9.34
CA-1279,2023-08-29,2023-08-31,CG-6951,Corporate,East,California,Technology,Copiers,1710.81,9,0.1,479.07
CA-1280,2023-06-06,2023-06-15,CG-3224,Consumer,South,New York,Furniture,Bookcases,1313.17,4,0.24,171.87
CA-1281,2023-07-17,2023-07-25,CG-8094,Home Office,West,California,Office Supplies,Labels,251.97,1,0.28,18.7
CA-1282,2023-06-24,2023-07-01,CG-6832,Consumer,West,New York,Furniture,Chairs,1452.47,1,0.2,261.97
CA-1283,2023-01-21,2023-01-25,CG-6672,Home Office,South,Florida,Furniture,Tables,246.73,6,0.29,-9.11
CA-1284,2023-12-21,2023-12-23,CG-5424,Corporate,South,Florida,Furniture,Furnishings,1302.54,2,0.17,77.0
CA-1285,2023-06-15,2023-06-21,CG-8170,Corporate,West,Florida,Furniture,Bookcases,950.85,2,0.12,248.0
CA-1286,2023-01-28,2023-02-03,CG-8480,Consumer,Central,Michigan,Office Supplies,Art,293.8,5,0.09,36.46
CA-1287,2023-02-18,2023-02-24,CG-9016,Corporate,East,Illinois,Technology,Phones,1438.48,5,0.27,112.43
CA-1288,2023-12-22,2023-12-25,CG-9931,Consumer,South,Georgia,Office Supplies,Storage,453.97,4,0.0,107.25
CA-1289,2023-07-07,2023-07-13,CG-3792,Consumer,Central,Georgia,Technology,Phones,1138.33,6,0.01,371.05
CA-1290,2023-06-11,2023-06-16,CG-1719,Corporate,South,Michigan,Furniture,Chairs,1182.4,7,0.1,126.63
CA-1291,2023-02-12,2023-02-17,CG-9835,Consumer,South,Florida,Technology,Accessories,242.47,8,0.23,24.04
CA-1292,2023-04-14,2023-04-17,CG-6223,Consumer,West,Illinois,Office Supplies,Art,247.2,7,0.2,18.09
CA-1293,2023-04-29,2023-05-04,CG-8468,Corporate,South,Georgia,Office Supplies,Storage,110.44,7,0.04,27.0
CA-1294,2023-12-05,2023-12-10,CG-3606,Home Office,South,Florida,Technology,Accessories,1657.75,4,0.1,358.56
CA-1295,2023-06-08,2023-06-17,CG-2696,Corporate,East,Texas,Furniture,Tables,110.98,4,0.07,4.92
CA-1296,2023-08-14,2023-08-19,CG-2757,Corporate,West,Ohio,Office Supplies,Art,405.41,2,0.16,-4.04
CA-1297,2023-01-03,2023-01-09,CG-5958,Consumer,Central,Florida,Furniture,Bookcases,1044.09,1,0.29,45.51
CA-1298,2023-06-05,2023-06-11,CG-8186,Consumer,Central,Florida,Technology,Copiers,1990.67,9,0.07,342.3
CA-1299,2023-11-07,2023-11-13,CG-3895,Corporate,East,Texas,Office Supplies,Supplies,416.4,2,0.21,3.78
CA-1300,2023-09-04,2023-09-12,CG-4667,Consumer,East,Michigan,Office Supplies,Supplies,161.9,1,0.14,31.88
CA-1301,2023-03-29,2023-03-31,CG-4326,Corporate,West,Ohio,Furniture,Chairs,112.65,5,0.11,17.18
CA-1302,2023-06-20,2023-06-25,CG-8618,Corporate,Central,Michigan,Office Supplies,Labels,367.14,6,0.13,-7.29
CA-1303,2023-12-30,2024-01-03,CG-4824,Consumer,East,Michigan,Technology,Accessories,1918.72,1,0.01,604.07
CA-1304,2023-11-19,2023-11-23,CG-1692,Consumer,East,New York,Technology,Phones,999.86,1,0.24,-60.96
CA-1305,2023-04-01,2023-04-03,CG-5200,Consumer,East,California,Office Supplies,Art,459.94,4,0.01,158.08
CA-1306,2023-07-12,2023-07-13,CG-1660,Corporate,East,Michigan,Furniture,Chairs,1430.64,5,0.22,76.18
CA-1307,2023-04-09,2023-04-12,CG-9275,Home Office,West,Florida,Technology,Accessories,1826.76,8,0.12,381.15
CA-1308,2023-08-30,2023-09-03,CG-5570,Consumer,West,Michigan,Furniture,Furnishings,564.19,7,0.01,158.52
CA-1309,2023-11-20,2023-11-23,CG-4075,Consumer,West,New York,Technology,Copiers,1688.14,4,0.21,208.07
CA-1310,2023-11-19,2023-11-21,CG-5776,Consumer,West,Georgia,Furniture,Furnishings,506.04,5,0.12,74.12
CA-1311,2023-11-09,2023-11-18,CG-6634,Corporate,East,Illinois,Furniture,Tables,380.78,7,0.09,38.05
CA-1312,2023-06-28,2023-07-04,CG-9497,Home Office,Central,Florida,Office Supplies,Labels,334.89,9,0.25,-9.29
CA-1313,2023-01-30,2023-02-04,CG-6141,Consumer,Central,New York,Technology,Machines,425.64,6,0.12,18.91
CA-1314,2023-08-01,2023-08-07,CG-4722,Consumer,Central,California,Technology,Accessories,1180.09,2,0.23,48.32
CA-1315,2023-01-10,2023-01-16,CG-3610,Consumer,West,Florida,Technology,Phones,433.89,5,0.03,96.93
CA-1316,2023-10-19,2023-10-20,CG-1406,Consumer,South,Michigan,Office Supplies,Supplies,98.3,7,0.14,23.37
CA-1317,2023-06-16,2023-06-25,CG-2538,Consumer,East,New York,Furniture,Chairs,299.04,6,0.1,87.58
CA-1318,2023-12-03,2023-12-04,CG-7033,Home Office,West,Georgia,Furniture,Chairs,632.72,4,0.24,53.45
CA-1319,2023-12-05,2023-12-09,CG-4922,Home Office,Central,Ohio,Office Supplies,Storage,485.43,7,0.07,116.97
CA-1320,2023-06-17,2023-06-20,CG-2481,Consumer,West,Illinois,Technology,Copiers,1752.75,3,0.29,-206.34
CA-1321,2023-03-30,2023-04-03,CG-4277,Home Office,Central,Florida,Technology,Machines,1768.55,3,0.15,-51.62
CA-1322,2023-04-24,2023-05-01,CG-2424,Home Office,South,Texas,Furniture,Chairs,127.71,5,0.09,14.54
CA-1323,2023-04-07,2023-04-12,CG-1018,Consumer,Central,Ohio,Furniture,Tables,445.98,1,0.09,64.27
CA-1324,2023-08-02,2023-08-07,CG-7358,Home Office,East,Ohio,Technology,Accessories,1900.01,4,0.2,167.66
CA-1325,2023-05-08,2023-05-14,CG-6788,Consumer,Central,Florida,Furniture,Furnishings,486.85,9,0.29,-84.64
CA-1326,2023-07-21,2023-07-22,CG-4802,Corporate,East,Texas,Furniture,Furnishings,665.04,5,0.06,144.79
CA-1327,2023-06-26,2023-07-03,CG-5117,Home Office,South,Texas,Office Supplies,Storage,372.68,2,0.09,78.56
CA-1328,2023-06-03,2023-06-10,CG-4554,Home Office,South,Illinois,Technology,Machines,323.0,9,0.03,81.43
CA-1329,2023-11-18,2023-11-23,CG-5195,Corporate,East,New York,Office Supplies,Labels,286.19,9,0.21,20.32
CA-1330,2023-02-28,2023-03-02,CG-9751,Consumer,Central,California,Technology,Machines,1008.35,5,0.28,37.85
CA-1331,2023-09-05,2023-09-11,CG-1082,Corporate,East,California,Furniture,Furnishings,978.48,4,0.28,-17.89
CA-1332,2023-05-18,2023-05-22,CG-3101,Consumer,West,Ohio,Office Supplies,Supplies,339.51,6,0.03,24.42
CA-1333,2023-06-27,2023-06-30,CG-9089,Home Office,West,Georgia,Furniture,Furnishings,1305.85,4,0.13,243.82
CA-1334,2023-09-05,2023-09-06,CG-2134,Home Office,West,California,Office Supplies,Art,359.89,8,0.2,53.74
CA-1335,2023-02-16,2023-02-17,CG-5426,Consumer,East,Illinois,Technology,Copiers,1840.1,2,0.22,114.45
CA-1336,2023-01-16,2023-01-18,CG-2993,Corporate,Central,Georgia,Office Supplies,Art,404.49,3,0.15,14.94
CA-1337,2023-12-24,2023-12-25,CG-9024,Home Office,Central,New York,Office Supplies,Supplies,43.54,1,0.28,-0.04
CA-1338,2023-10-22,2023-10-23,CG-6307,Consumer,East,Illinois,Furniture,Tables,1202.34,5,0.12,287.02
CA-1339,2023-08-18,2023-08-26,CG-8352,Corporate,Central,New York,Furniture,Bookcases,189.61,2,0.15,35.17
CA-1340,2023-07-24,2023-07-28,CG-4074,Corporate,Central,Georgia,Furniture,Bookcases,787.53,4,0.06,95.53
CA-1341,2023-08-30,2023-09-08,CG-3668,Consumer,East,Ohio,Furniture,Furnishings,822.99,1,0.06,200.46
CA-1342,2023-10-30,2023-11-03,CG-1060,Home Office,South,Florida,Furniture,Chairs,533.73,8,0.17,5.58
CA-1343,2023-11-15,2023-11-19,CG-3854,Consumer,West,Georgia,Office Supplies,Supplies,406.57,5,0.1,44.03
CA-1344,2023-12-02,2023-12-03,CG-1086,Consumer,West,Illinois,Furniture,Tables,874.72,3,0.1,132.79
CA-1345,2023-03-17,2023-03-24,CG-2647,Home Office,East,California,Technology,Machines,732.7,5,0.12,141.59
CA-1346,2023-02-14,2023-02-15,CG-9912,Home Office,Central,Illinois,Office Supplies,Storage,368.88,2,0.09,63.95
CA-1347,2023-05-06,2023-05-09,CG-3294,Corporate,East,Texas,Technology,Copiers,1247.86,2,0.16,157.93
CA-1348,2023-02-16,2023-02-22,CG-4360,Home Office,South,Ohio,Technology,Machines,1927.75,8,0.3,-137.74
CA-1349,2023-01-19,2023-01-22,CG-5188,Corporate,Central,Georgia,Office Supplies,Storage,109.8,2,0.12,26.08
CA-1350,2023-08-27,2023-08-28,CG-6126,Consumer,Central,Illinois,Furniture,Bookcases,299.98,1,0.06,46.7
CA-1351,2023-11-10,2023-11-11,CG-4700,Home Office,West,California,Furniture,Tables,1209.86,9,0.2,24.76
CA-1352,2023-10-09,2023-10-18,CG-4816,Corporate,Central,California,Furniture,Chairs,1249.94,9,0.15,68.2
CA-1353,2023-07-18,2023-07-21,CG-7801,Home Office,East,California,Furniture,Bookcases,752.83,5,0.12,129.04
CA-1354,2023-02-17,2023-02-19,CG-7476,Corporate,East,Florida,Technology,Phones,1537.55,4,0.19,-111.11
CA-1355,2023-02-14,2023-02-20,CG-6951,Home Office,Central,Michigan,Furniture,Bookcases,159.97,3,0.07,22.26
CA-1356,2023-02-09,2023-02-16,CG-1670,Corporate,Central,New York,Technology,Machines,829.9,2,0.2,38.75
CA-1357,2023-05-04,2023-05-06,CG-4792,Consumer,Central,Georgia,Furniture,Furnishings,1173.12,5,0.16,57.18
CA-1358,2023-12-21,2023-12-26,CG-1990,Home Office,Central,Florida,Furniture,Bookcases,337.83,9,0.1,38.22
CA-1359,2023-10-04,2023-10-08,CG-6944,Corporate,West,Illinois,Office Supplies,Art,86.67,6,0.12,13.93
CA-1360,2023-02-09,2023-02-11,CG-1370,Corporate,East,Florida,Office Supplies,Supplies,375.42,1,0.18,-13.25
CA-1361,2023-12-12,2023-12-19,CG-7204,Corporate,East,Michigan,Furniture,Furnishings,869.08,9,0.08,262.9
CA-1362,2023-05-09,2023-05-14,CG-8647,Corporate,East,Illinois,Technology,Copiers,1682.78,7,0.23,190.92
CA-1363,2023-10-06,2023-10-13,CG-7718,Corporate,Central,Florida,Office Supplies,Storage,376.44,1,0.13,-7.66
CA-1364,2023-01-22,2023-01-28,CG-3103,Consumer,West,Michigan,Technology,Accessories,1203.21,8,0.26,93.48
CA-1365,2023-07-06,2023-07-14,CG-6669,Home Office,West,Georgia,Furniture,Tables,232.06,8,0.07,46.02
CA-1366,2023-06-25,2023-06-29,CG-7396,Home Office,West,Georgia,Technology,Copiers,1413.67,3,0.3,-179.31
CA-1367,2023-09-26,2023-09-27,CG-1919,Home Office,Central,New York,Technology,Phones,1610.73,5,0.07,55.91
CA-1368,2023-04-24,2023-04-25,CG-1067,Home Office,South,Michigan,Technology,Machines,1214.11,5,0.26,20.34
CA-1369,2023-03-02,2023-03-05,CG-7838,Home Office,East,Texas,Furniture,Bookcases,910.38,3,0.26,-42.59
CA-1370,2023-01-28,2023-02-02,CG-8845,Home Office,South,Illinois,Technology,Phones,1966.01,4,0.26,-39.25
CA-1371,2023-01-14,2023-01-16,CG-1570,Home Office,South,Ohio,Office Supplies,Supplies,471.43,5,0.19,-34.5
CA-1372,2023-12-11,2023-12-20,CG-8086,Corporate,East,Ohio,Technology,Phones,1344.69,4,0.12,49.89
CA-1373,2023-07-28,2023-07-30,CG-3690,Corporate,Central,California,Technology,Accessories,1459.35,8,0.24,215.16
CA-1374,2023-06-05,2023-06-13,CG-9135,Corporate,East,Illinois,Furniture,Tables,901.65,6,0.19,-62.4
CA-1375,2023-12-30,2024-01-07,CG-6866,Home Office,East,Florida,Furniture,Furnishings,423.11,1,0.18,77.11
CA-1376,2023-01-07,2023-01-15,CG-4294,Home Office,West,Georgia,Technology,Phones,1995.03,4,0.06,483.79
CA-1377,2023-04-29,2023-05-08,CG-4856,Home Office,South,Illinois,Office Supplies,Art,174.29,7,0.13,15.37
CA-1378,2023-03-05,2023-03-08,CG-3775,Corporate,South,Texas,Office Supplies,Labels,113.29,2,0.14,-2.94
CA-1379,2023-02-21,2023-02-26,CG-1191,Home Office,West,Ohio,Furniture,Furnishings,260.2,8,0.05,30.06
CA-1380,2023-04-03,2023-04-11,CG-6457,Corporate,South,Florida,Furniture,Furnishings,1043.59,4,0.06,291.74
CA-1381,2023-06-15,2023-06-23,CG-4199,Home Office,Central,Georgia,Office Supplies,Art,416.36,5,0.14,79.37
CA-1382,2023-08-26,2023-09-03,CG-7324,Home Office,Central,Michigan,Office Supplies,Labels,50.31,7,0.3,-3.85
CA-1383,2023-07-03,2023-07-05,CG-7094,Consumer,East,Illinois,Furniture,Furnishings,866.13,8,0.2,-34.2
CA-1384,2023-11-15,2023-11-22,CG-1446,Home Office,West,California,Furniture,Furnishings,620.05,5,0.15,108.93
CA-1385,2023-11-28,2023-12-04,CG-3535,Home Office,Central,Georgia,Furniture,Bookcases,1219.61,7,0.21,18.64
CA-1386,2023-12-31,2024-01-01,CG-2695,Consumer,West,Ohio,Technology,Phones,1242.77,6,0.07,244.64
CA-1387,2023-07-06,2023-07-12,CG-9597,Home Office,East,Michigan,Furniture,Tables,1295.97,3,0.05,379.54
CA-1388,2023-04-06,2023-04-12,CG-8243,Home Office,Central,Ohio,Furniture,Tables,624.37,3,0.28,54.02
CA-1389,2023-06-26,2023-07-01,CG-7531,Corporate,Central,California,Technology,Phones,654.76,5,0.26,-57.17
CA-1390,2023-01-13,2023-01-15,CG-4129,Consumer,Central,Florida,Furniture,Chairs,312.87,1,0.17,-2.02
CA-1391,2023-11-24,2023-11-26,CG-2724,Home Office,West,Georgia,Office Supplies,Supplies,111.7,7,0.0,36.84
CA-1392,2023-09-29,2023-10-06,CG-3828,Corporate,East,Texas,Technology,Phones,1467.35,2,0.12,335.89
CA-1393,2023-06-20,2023-06-25,CG-4435,Corporate,West,Michigan,Technology,Phones,1119.05,4,0.2,44.19
CA-1394,2023-02-22,2023-03-01,CG-4871,Corporate,West,California,Furniture,Tables,1494.96,3,0.23,-91.9
CA-1395,2023-09-28,2023-09-29,CG-8850,Consumer,East,California,Furniture,Furnishings,493.47,1,0.18,-11.49
CA-1396,2023-12-17,2023-12-18,CG-9100,Consumer,Central,Texas,Furniture,Chairs,892.09,7,0.28,-61.06
CA-1397,2023-07-11,2023-07-14,CG-2874,Corporate,Central,California,Furniture,Bookcases,686.02,8,0.01,260.29
CA-1398,2023-12-25,2023-12-26,CG-7320,Corporate,South,Michigan,Office Supplies,Supplies,425.57,7,0.18,30.65
CA-1399,2023-10-26,2023-10-30,CG-6305,Corporate,West,Florida,Office Supplies,Supplies,276.08,4,0.19,58.04
CA-1400,2023-09-09,2023-09-12,CG-7603,Corporate,Central,Michigan,Technology,Copiers,669.89,2,0.3,-23.59
CA-1401,2023-07-27,2023-07-29,CG-8678,Corporate,Central,New York,Furniture,Bookcases,327.91,8,0.1,43.35
CA-1402,2023-10-17,2023-10-20,CG-9002,Corporate,Central,Ohio,Office Supplies,Art,453.34,4,0.23,21.4
CA-1403,2023-06-01,2023-06-06,CG-7305,Home Office,East,New York,Furniture,Bookcases,747.35,9,0.2,18.16
CA-1404,2023-12-17,2023-12-19,CG-6552,Home Office,Central,Georgia,Technology,Copiers,688.94,9,0.22,112.4
CA-1405,2023-04-26,2023-05-02,CG-3672,Consumer,East,Illinois,Furniture,Furnishings,503.12,4,0.22,34.97
CA-1406,2023-12-29,2024-01-05,CG-8347,Home Office,East,Illinois,Technology,Machines,1141.66,3,0.12,165.45
CA-1407,2023-07-19,2023-07-26,CG-4932,Home Office,West,Michigan,Furniture,Tables,907.6,7,0.11,17.42
CA-1408,2023-07-16,2023-07-25,CG-7078,Home Office,Central,Texas,Furniture,Furnishings,145.42,7,0.05,31.79
CA-1409,2023-08-08,2023-08-17,CG-1896,Home Office,South,Texas,Furniture,Furnishings,586.53,7,0.03,43.09
CA-1410,2023-10-05,2023-10-13,CG-5117,Consumer,South,California,Furniture,Chairs,908.68,6,0.27,49.28
CA-1411,2023-06-15,2023-06-18,CG-5591,Consumer,Central,Michigan,Office Supplies,Labels,35.38,6,0.06,2.22
CA-1412,2023-03-19,2023-03-25,CG-3462,Home Office,East,Ohio,Technology,Copiers,1655.13,6,0.23,175.26
CA-1413,2023-09-02,2023-09-10,CG-1985,Home Office,Central,Ohio,Furniture,Tables,207.2,7,0.16,-10.29
CA-1414,2023-01-20,2023-01-26,CG-8566,Corporate,South,Michigan,Office Supplies,Art,172.73,9,0.21,-16.22
CA-1415,2023-01-19,2023-01-22,CG-2073,Consumer,South,New York,Technology,Copiers,1892.33,8,0.1,256.52
CA-1416,2023-03-06,2023-03-09,CG-5524,Consumer,East,Texas,Office Supplies,Storage,44.35,4,0.17,-2.58
CA-1417,2023-12-12,2023-12-14,CG-4575,Home Office,South,Ohio,Technology,Accessories,672.22,7,0.07,201.48
CA-1418,2023-12-30,2024-01-02,CG-1422,Home Office,East,Illinois,Furniture,Furnishings,664.49,6,0.16,95.58
CA-1419,2023-03-01,2023-03-03,CG-4075,Home Office,East,Illinois,Technology,Phones,214.51,8,0.25,-5.15
CA-1420,2023-04-03,2023-04-10,CG-3671,Corporate,Central,Texas,Office Supplies,Labels,247.17,9,0.09,44.34
CA-1421,2023-11-19,2023-11-20,CG-2216,Home Office,Central,California,Furniture,Bookcases,584.13,6,0.25,-8.15
CA-1422,2023-05-30,2023-06-06,CG-2814,Home Office,West,New York,Office Supplies,Labels,498.84,7,0.14,45.59
CA-1423,2023-07-21,2023-07-24,CG-3415,Consumer,South,Illinois,Technology,Copiers,1183.63,9,0.05,122.17
CA-1424,2023-01-25,2023-02-03,CG-6578,Corporate,East,Ohio,Technology,Accessories,229.87,3,0.18,-7.32
CA-1425,2023-01-11,2023-01-16,CG-7197,Consumer,East,Illinois,Technology,Accessories,676.13,2,0.28,-35.19
CA-1426,2023-11-27,2023-11-28,CG-9430,Home Office,East,New York,Furniture,Bookcases,916.55,6,0.23,-37.0
CA-1427,2023-10-31,2023-11-04,CG-5670,Home Office,East,Texas,Office Supplies,Labels,272.33,8,0.27,-16.03
CA-1428,2023-01-12,2023-01-13,CG-7543,Home Office,West,California,Furniture,Furnishings,1402.56,4,0.14,92.88
CA-1429,2023-09-27,2023-10-04,CG-5713,Consumer,Central,Florida,Furniture,Chairs,1118.54,4,0.21,64.53
CA-1430,2023-01-21,2023-01-26,CG-8108,Home Office,South,Florida,Furniture,Furnishings,1127.47,4,0.12,17.31
CA-1431,2023-12-22,2023-12-25,CG-1931,Home Office,East,Illinois,Technology,Machines,1956.86,4,0.27,201.32
CA-1432,2023-11-25,2023-12-02,CG-4121,Home Office,South,Ohio,Office Supplies,Supplies,339.47,9,0.04,75.14
CA-1433,2023-12-04,2023-12-09,CG-5675,Home Office,East,New York,Furniture,Tables,1039.78,2,0.01,233.28
CA-1434,2023-05-27,2023-05-30,CG-7337,Consumer,West,Illinois,Technology,Accessories,1973.31,2,0.13,204.48
CA-1435,2023-11-12,2023-11-20,CG-4398,Consumer,Central,Michigan,Office Supplies,Labels,467.87,8,0.25,9.3
CA-1436,2023-11-02,2023-11-03,CG-7553,Consumer,South,Florida,Furniture,Bookcases,394.45,7,0.08,111.93
CA-1437,2023-10-23,2023-10-25,CG-3077,Home Office,South,Illinois,Technology,Copiers,473.2,1,0.28,22.04
CA-1438,2023-03-25,2023-03-31,CG-9745,Consumer,Central,Illinois,Office Supplies,Supplies,472.1,1,0.19,64.45
CA-1439,2023-10-30,2023-11-04,CG-7155,Corporate,Central,Illinois,Office Supplies,Storage,426.23,9,0.3,-61.39
CA-1440,2023-03-14,2023-03-23,CG-2409,Corporate,Central,California,Office Supplies,Supplies,23.65,2,0.13,3.23
CA-1441,2023-06-08,2023-06-17,CG-4977,Corporate,East,Illinois,Technology,Copiers,1265.63,4,0.17,102.4
CA-1442,2023-04-20,2023-04-25,CG-8189,Corporate,Central,Ohio,Office Supplies,Supplies,432.87,6,0.04,117.5
CA-1443,2023-07-25,2023-07-29,CG-5218,Consumer,Central,California,Furniture,Furnishings,960.28,6,0.09,11.13
CA-1444,2023-07-06,2023-07-11,CG-8766,Consumer,Central,New York,Office Supplies,Labels,17.96,6,0.21,2.97
CA-1445,2023-05-22,2023-05-29,CG-7998,Corporate,Central,Georgia,Furniture,Chairs,744.94,2,0.1,203.22
CA-1446,2023-04-14,2023-04-15,CG-7394,Consumer,South,New York,Furniture,Furnishings,456.27,6,0.03,144.62
CA-1447,2023-07-31,2023-08-03,CG-3778,Consumer,West,Illinois,Office Supplies,Labels,278.95,6,0.2,54.89
CA-1448,2023-03-30,2023-04-07,CG-3575,Home Office,West,Florida,Technology,Copiers,518.41,6,0.13,65.49
